Arabic,Tafseer
وَآمِنُواْ بِمَآ أَنزَلْتُ مُصَدِّقاً لِّمَا مَعَكُمْ وَلاَ تَكُونُوۤاْ أَوَّلَ كَافِرٍ بِهِ وَلاَ تَشْتَرُواْ بِآيَٰتِي ثَمَناً قَلِيلاً وَإِيَّٰيَ فَٱتَّقُونِ,And believe in what I have revealed of the Qur’ān confirming that which is with you of the Torah by its agreement with it in respect to affirmation of God’s Oneness and prophethood; and be not the first to disbelieve in it from among the People of the Scripture for those who will come after you will depend on you and so you will bear their sins. And do not sell exchange My signs those that relate to the description of Muhammad (s) in your Book; for a small price for a trivial and temporary affair of this world; that is to say do not suppress this for fear of losing what you hope to earn from lowly individuals among you; and fear Me and none other in this matter.
وَلاَ تَلْبِسُواْ ٱلْحَقَّ بِٱلْبَٰطِلِ وَتَكْتُمُواْ ٱلْحَقَّ وَأَنْتُمْ تَعْلَمُونَ,And do not obscure confuse the truth that I have revealed to you with falsehood that you fabricate; and do not conceal the truth the description of Muhammad (s) wittingly that is knowing it to be the truth.
وَأَقِيمُواْ ٱلصَّلٰوةَ وَآتُواْ ٱلزَّكَٰوةَ وَٱرْكَعُواْ مَعَ ٱلرَّٰكِعِينَ,And establish prayer and pay the alms and bow with those that bow that is pray with those who pray Muhammad (s) and his Companions this was revealed concerning their religious scholars who used to say to their kin from among the Muslims ‘Stay firm upon the religion of Muhammad (s) for it is the truth’.
أَتَأْمُرُونَ ٱلنَّاسَ بِٱلْبِرِّ وَتَنْسَوْنَ أَنْفُسَكُمْ وَأَنْتُمْ تَتْلُونَ ٱلْكِتَٰبَ أَفَلاَ تَعْقِلُونَ,Will you bid others to piety to belief in Muhammad (s) and forget yourselves neglecting yourselves and not bidding them to the same while you recite the Book? in which there is the threat of chastisement if what you do contradicts what you say. Do you not understand? the evil nature of your actions that you might then repent? the sentence about ‘forgetting’ constitutes the syntactical locus of the interrogative of disavowal.
وَٱسْتَعِينُواْ بِٱلصَّبْرِ وَٱلصَّلَٰوةِ وَإِنَّهَا لَكَبِيرَةٌ إِلاَّ عَلَى ٱلْخَٰشِعِينَ,Seek help ask for assistance in your affairs in patience by restraining the soul in the face of that which it dislikes; and prayer. The singling out of this for mention is a way of emphasising its great importance; in one hadīth it is stated ‘When something bothered the Prophet s he would immediately resort to prayer’; it is said that the address here is to the Jews when greed and desire for leadership became impediments to their faith they were enjoined to forbearance which constituted fasting and prayer since the former stems from lust and the latter yields humility and negates pride. For it prayer is grievous burdensome except to the humble those that are at peace in obedience
ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَـٰقُواْ رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَٰجِعُونَ,who reckon who are certain that they shall meet their Lord at the Resurrection and that to Him they are returning in the Hereafter where He will reward them.
يَٰبَنِي إِسْرَائِيلَ ٱذْكُرُواْ نِعْمَتِي ٱلَّتِيۤ أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى ٱلْعَٰلَمِينَ,O Children of Israel remember My favour wherewith I favoured you by giving thanks through obedience to Me and that I have preferred you your forefathers above all the worlds of their time;
وَٱتَّقُواْ يَوْماً لاَّ تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئاً وَلاَ يُقْبَلُ مِنْهَا شَفَٰعَةٌ وَلاَ يُؤْخَذُ مِنْهَا عَدْلٌ وَلاَ هُمْ يُنْصَرُونَ,and fear be scared of the day when no soul for another shall give satisfaction which is the Day of Resurrection and no intercession shall be accepted read either tuqbal or yuqbal from it that is it is not the case that it has power to intercede for it then to be accepted from it or rejected as God says So now we have no intercessors Q. 26100; nor any compensation ransom be taken neither shall they be helped to avoid God’s chastisement.
وَإِذْ نَجَّيْنَٰكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوۤءَ ٱلْعَذَابِ يُذَبِّحُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ وَفِي ذَٰلِكُمْ بَلاۤءٌ مِّن رَّبِّكُمْ عَظِيمٌ,And remember when We delivered you your forefathers the address here and henceforth directed to those living at the time of the our Prophet is about how God blessed their forefathers and is intended to remind them of God’s grace so that they might believe; from the folk of Pharaoh who were visiting you with that is making you taste evil chastisement of the worst kind the sentence here is a circumstantial qualifier referring to the person of the pronoun suffixed in najjaynākum ‘We delivered you’; slaughtering your newly-born sons this is explaining what has just been said; and sparing retaining your women doing so because of the saying of some of their priests that a child born among the Israelites shall bring about the end of your rule Pharaoh; and for you therein chastisement or deliverance was a tremendous trial a test or a grace from your Lord.
وَإِذْ فَرَقْنَا بِكُمُ ٱلْبَحْرَ فَأَنجَيْنَٰكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنْتُمْ تَنظُرُونَ,And remember when We divided split in two for you on account of you the sea such that you were able to cross it and escape from your enemy; and We delivered you from drowning and drowned Pharaoh’s folk his people with him while you were beholding the sea crashing down on top of them.
وَإِذْ وَٰعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ ٱتَّخَذْتُمُ ٱلْعِجْلَ مِن بَعْدِهِ وَأَنْتُمْ ظَٰلِمُونَ,And when We appointed for wā‘adnā or wa‘adnā Moses forty nights at the end of which We shall give him the Torah for you to implement then you took to yourselves the calf the one which the Samaritan fashioned for you as a god after him that is after he departed for Our appointment and you were evildoers for taking it in worship because you directed your worship to the wrong place.
ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَلِكَ لَعَلَّكُمْ تَشْكُرُونَ,Then We pardoned you erasing your sins after that act of worship so that you might be thankful for Our favour upon you.
وَإِذْ آتَيْنَا مُوسَى ٱلْكِتَابَ وَٱلْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,And when We gave to Moses the Scripture the Torah and the Criterion wa’l-furqān is an explicative supplement of Torah that is the one that discriminates faraqa between truth and falsehood and between what is licit and illicit so that you might be guided by it away from error.
وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَٰقَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنْفُسَكُمْ بِٱتِّخَاذِكُمُ ٱلْعِجْلَ فَتُوبُوۤاْ إِلَىٰ بَارِئِكُمْ فَٱقْتُلُوۤاْ أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِنْدَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ إِنَّهُ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,And when Moses said to his people those who worshipped the calf ‘My people you have done wrong against yourselves by your taking the golden calf for a god; now turn to your Creator away from that worship of the calf and slay one another that is let the innocent of you slay the guilty; That slaughter will be better for you in your Creator’s sight’ who made it easier for you to accomplish this and sent down a dark cloud over you so that none of you was able to see the other and show him mercy such that almost seventy thousand of you were killed; and He will turn to you relenting before your turning in repentance; truly He is the Relenting the Merciful.
