surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
2,The Cow,البقرة,Al-Baqarah,31,38,وَعَلَّمَ ءَادَمَ ٱلْأَسْمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى ٱلْمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِى بِأَسْمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمْ صَٰدِقِينَ,"He taught Adam the names of all things, then He presented them to the angels and said, “Tell Me the names of these, if what you say is true?”",5,1,1,2,286,6236,Medinan,FALSE,NA,15,"[وَعَلَّمَ,ءَادَمَ,ٱلْأَسْمَآءَ,كُلَّهَا,ثُمَّ,عَرَضَهُمْ,عَلَى,ٱلْمَلَٰٓئِكَةِ,فَقَالَ,أَنۢبِـُٔونِى,بِأَسْمَآءِ,هَٰٓؤُلَآءِ,إِن,كُنتُمْ,صَٰدِقِينَ]"
2,The Cow,البقرة,Al-Baqarah,32,39,قَالُوا۟ سُبْحَٰنَكَ لَا عِلْمَ لَنَآ إِلَّا مَا عَلَّمْتَنَآ ۖ إِنَّكَ أَنتَ ٱلْعَلِيمُ ٱلْحَكِيمُ,"They replied, “Glory be to You! We have no knowledge except what You have taught us. You are truly the All-Knowing, All-Wise.”",5,1,1,2,286,6236,Medinan,FALSE,NA,13,"[قَالُوا۟,سُبْحَٰنَكَ,لَا,عِلْمَ,لَنَآ,إِلَّا,مَا,عَلَّمْتَنَآ,ۖ,إِنَّكَ,أَنتَ,ٱلْعَلِيمُ,ٱلْحَكِيمُ]"
2,The Cow,البقرة,Al-Baqarah,33,40,قَالَ يَٰٓـَٔادَمُ أَنۢبِئْهُم بِأَسْمَآئِهِمْ ۖ فَلَمَّآ أَنۢبَأَهُم بِأَسْمَآئِهِمْ قَالَ أَلَمْ أَقُل لَّكُمْ إِنِّىٓ أَعْلَمُ غَيْبَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَأَعْلَمُ مَا تُبْدُونَ وَمَا كُنتُمْ تَكْتُمُونَ,"Allah said, “O Adam! Inform them of their names.” Then when Adam did, Allah said, “Did I not tell you that I know the secrets of the heavens and the earth, and I know what you reveal and what you conceal?”",5,1,1,2,286,6236,Medinan,FALSE,NA,23,"[قَالَ,يَٰٓـَٔادَمُ,أَنۢبِئْهُم,بِأَسْمَآئِهِمْ,ۖ,فَلَمَّآ,أَنۢبَأَهُم,بِأَسْمَآئِهِمْ,قَالَ,أَلَمْ,أَقُل,لَّكُمْ,إِنِّىٓ,أَعْلَمُ,غَيْبَ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,وَأَعْلَمُ,مَا,تُبْدُونَ,وَمَا,كُنتُمْ,تَكْتُمُونَ]"
2,The Cow,البقرة,Al-Baqarah,34,41,وَإِذْ قُلْنَا لِلْمَلَٰٓئِكَةِ ٱسْجُدُوا۟ لِءَادَمَ فَسَجَدُوٓا۟ إِلَّآ إِبْلِيسَ أَبَىٰ وَٱسْتَكْبَرَ وَكَانَ مِنَ ٱلْكَٰفِرِينَ,"And ˹remember˺ when We said to the angels, “Prostrate before Adam,” becoming unfaithful.",5,1,1,2,286,6236,Medinan,FALSE,NA,13,"[وَإِذْ,قُلْنَا,لِلْمَلَٰٓئِكَةِ,ٱسْجُدُوا۟,لِءَادَمَ,فَسَجَدُوٓا۟,إِلَّآ,إِبْلِيسَ,أَبَىٰ,وَٱسْتَكْبَرَ,وَكَانَ,مِنَ,ٱلْكَٰفِرِينَ]"
2,The Cow,البقرة,Al-Baqarah,35,42,وَقُلْنَا يَٰٓـَٔادَمُ ٱسْكُنْ أَنتَ وَزَوْجُكَ ٱلْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا حَيْثُ شِئْتُمَا وَلَا تَقْرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"We cautioned, “O Adam! Live with your wife in Paradise and eat as freely as you please, but do not approach this tree, or else you will be wrongdoers.”",5,1,1,2,286,6236,Medinan,FALSE,NA,18,"[وَقُلْنَا,يَٰٓـَٔادَمُ,ٱسْكُنْ,أَنتَ,وَزَوْجُكَ,ٱلْجَنَّةَ,وَكُلَا,مِنْهَا,رَغَدًا,حَيْثُ,شِئْتُمَا,وَلَا,تَقْرَبَا,هَٰذِهِ,ٱلشَّجَرَةَ,فَتَكُونَا,مِنَ,ٱلظَّٰلِمِينَ]"
2,The Cow,البقرة,Al-Baqarah,36,43,فَأَزَلَّهُمَا ٱلشَّيْطَٰنُ عَنْهَا فَأَخْرَجَهُمَا مِمَّا كَانَا فِيهِ ۖ وَقُلْنَا ٱهْبِطُوا۟ بَعْضُكُمْ لِبَعْضٍ عَدُوٌّۭ ۖ وَلَكُمْ فِى ٱلْأَرْضِ مُسْتَقَرٌّۭ وَمَتَٰعٌ إِلَىٰ حِينٍۢ,"But Satan deceived them—leading to their fall from the ˹blissful˺ state they were in, You will find in the earth a residence and provision for your appointed stay.”",5,1,1,2,286,6236,Medinan,FALSE,NA,21,"[فَأَزَلَّهُمَا,ٱلشَّيْطَٰنُ,عَنْهَا,فَأَخْرَجَهُمَا,مِمَّا,كَانَا,فِيهِ,ۖ,وَقُلْنَا,ٱهْبِطُوا۟,بَعْضُكُمْ,لِبَعْضٍ,عَدُوٌّۭ,ۖ,وَلَكُمْ,فِى,ٱلْأَرْضِ,مُسْتَقَرٌّۭ,وَمَتَٰعٌ,إِلَىٰ,حِينٍۢ]"
2,The Cow,البقرة,Al-Baqarah,37,44,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٍۢ فَتَابَ عَلَيْهِ ۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Then Adam was inspired with words ˹of prayer˺ by his Lord, so He accepted his repentance. Surely He is the Accepter of Repentance, Most Merciful.",5,1,1,2,286,6236,Medinan,FALSE,NA,12,"[فَتَلَقَّىٰٓ,ءَادَمُ,مِن,رَّبِّهِۦ,كَلِمَٰتٍۢ,فَتَابَ,عَلَيْهِ,ۚ,إِنَّهُۥ,هُوَ,ٱلتَّوَّابُ,ٱلرَّحِيمُ]"
2,The Cow,البقرة,Al-Baqarah,38,45,قُلْنَا ٱهْبِطُوا۟ مِنْهَا جَمِيعًۭا ۖ فَإِمَّا يَأْتِيَنَّكُم مِّنِّى هُدًۭى فَمَن تَبِعَ هُدَاىَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,"We said, “Descend all of you! Then when guidance comes to you from Me, whoever follows it, there will be no fear for them, nor will they grieve.",5,1,1,2,286,6236,Medinan,FALSE,NA,18,"[قُلْنَا,ٱهْبِطُوا۟,مِنْهَا,جَمِيعًۭا,ۖ,فَإِمَّا,يَأْتِيَنَّكُم,مِّنِّى,هُدًۭى,فَمَن,تَبِعَ,هُدَاىَ,فَلَا,خَوْفٌ,عَلَيْهِمْ,وَلَا,هُمْ,يَحْزَنُونَ]"
2,The Cow,البقرة,Al-Baqarah,39,46,وَٱلَّذِينَ كَفَرُوا۟ وَكَذَّبُوا۟ بِـَٔايَٰتِنَآ أُو۟لَٰٓئِكَ أَصْحَٰبُ ٱلنَّارِ ۖ هُمْ فِيهَا خَٰلِدُونَ,But those who disbelieve and deny Our signs will be the residents of the Fire. They will be there forever.”,5,1,1,2,286,6236,Medinan,FALSE,NA,11,"[وَٱلَّذِينَ,كَفَرُوا۟,وَكَذَّبُوا۟,بِـَٔايَٰتِنَآ,أُو۟لَٰٓئِكَ,أَصْحَٰبُ,ٱلنَّارِ,ۖ,هُمْ,فِيهَا,خَٰلِدُونَ]"
2,The Cow,البقرة,Al-Baqarah,40,47,يَٰبَنِىٓ إِسْرَٰٓءِيلَ ٱذْكُرُوا۟ نِعْمَتِىَ ٱلَّتِىٓ أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا۟ بِعَهْدِىٓ أُوفِ بِعَهْدِكُمْ وَإِيَّٰىَ فَٱرْهَبُونِ,"O children of Israel! Remember My favours upon you. Fulfil your covenant and I will fulfil Mine, and stand in awe of Me ˹alone˺.",6,1,1,2,286,6236,Medinan,FALSE,NA,13,"[يَٰبَنِىٓ,إِسْرَٰٓءِيلَ,ٱذْكُرُوا۟,نِعْمَتِىَ,ٱلَّتِىٓ,أَنْعَمْتُ,عَلَيْكُمْ,وَأَوْفُوا۟,بِعَهْدِىٓ,أُوفِ,بِعَهْدِكُمْ,وَإِيَّٰىَ,فَٱرْهَبُونِ]"
2,The Cow,البقرة,Al-Baqarah,41,48,وَءَامِنُوا۟ بِمَآ أَنزَلْتُ مُصَدِّقًۭا لِّمَا مَعَكُمْ وَلَا تَكُونُوٓا۟ أَوَّلَ كَافِرٍۭ بِهِۦ ۖ وَلَا تَشْتَرُوا۟ بِـَٔايَٰتِى ثَمَنًۭا قَلِيلًۭا وَإِيَّٰىَ فَٱتَّقُونِ,Believe in My revelations which confirm your Scriptures. And be mindful of Me.,6,1,1,2,286,6236,Medinan,FALSE,NA,19,"[وَءَامِنُوا۟,بِمَآ,أَنزَلْتُ,مُصَدِّقًۭا,لِّمَا,مَعَكُمْ,وَلَا,تَكُونُوٓا۟,أَوَّلَ,كَافِرٍۭ,بِهِۦ,ۖ,وَلَا,تَشْتَرُوا۟,بِـَٔايَٰتِى,ثَمَنًۭا,قَلِيلًۭا,وَإِيَّٰىَ,فَٱتَّقُونِ]"
2,The Cow,البقرة,Al-Baqarah,42,49,وَلَا تَلْبِسُوا۟ ٱلْحَقَّ بِٱلْبَٰطِلِ وَتَكْتُمُوا۟ ٱلْحَقَّ وَأَنتُمْ تَعْلَمُونَ,Do not mix truth with falsehood or hide the truth knowingly.,6,1,1,2,286,6236,Medinan,FALSE,NA,8,"[وَلَا,تَلْبِسُوا۟,ٱلْحَقَّ,بِٱلْبَٰطِلِ,وَتَكْتُمُوا۟,ٱلْحَقَّ,وَأَنتُمْ,تَعْلَمُونَ]"
2,The Cow,البقرة,Al-Baqarah,43,50,وَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَٱرْكَعُوا۟ مَعَ ٱلرَّٰكِعِينَ,"Establish prayer, pay alms-tax, and bow down with those who bow down.",6,1,1,2,286,6236,Medinan,FALSE,NA,7,"[وَأَقِيمُوا۟,ٱلصَّلَوٰةَ,وَءَاتُوا۟,ٱلزَّكَوٰةَ,وَٱرْكَعُوا۟,مَعَ,ٱلرَّٰكِعِينَ]"
2,The Cow,البقرة,Al-Baqarah,44,51,۞ أَتَأْمُرُونَ ٱلنَّاسَ بِٱلْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ ٱلْكِتَٰبَ ۚ أَفَلَا تَعْقِلُونَ,"Do you preach righteousness and fail to practice it yourselves, although you read the Scripture? Do you not understand?",6,1,1,3,286,6236,Medinan,FALSE,NA,12,"[۞,أَتَأْمُرُونَ,ٱلنَّاسَ,بِٱلْبِرِّ,وَتَنسَوْنَ,أَنفُسَكُمْ,وَأَنتُمْ,تَتْلُونَ,ٱلْكِتَٰبَ,ۚ,أَفَلَا,تَعْقِلُونَ]"
2,The Cow,البقرة,Al-Baqarah,45,52,وَٱسْتَعِينُوا۟ بِٱلصَّبْرِ وَٱلصَّلَوٰةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلْخَٰشِعِينَ,"And seek help through patience and prayer. Indeed, it is a burden except for the humble—",6,1,1,3,286,6236,Medinan,FALSE,NA,9,"[وَٱسْتَعِينُوا۟,بِٱلصَّبْرِ,وَٱلصَّلَوٰةِ,ۚ,وَإِنَّهَا,لَكَبِيرَةٌ,إِلَّا,عَلَى,ٱلْخَٰشِعِينَ]"
2,The Cow,البقرة,Al-Baqarah,46,53,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُوا۟ رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَٰجِعُونَ,those who are certain that they will meet their Lord and to Him they will return.,6,1,1,3,286,6236,Medinan,FALSE,NA,8,"[ٱلَّذِينَ,يَظُنُّونَ,أَنَّهُم,مُّلَٰقُوا۟,رَبِّهِمْ,وَأَنَّهُمْ,إِلَيْهِ,رَٰجِعُونَ]"
2,The Cow,البقرة,Al-Baqarah,47,54,يَٰبَنِىٓ إِسْرَٰٓءِيلَ ٱذْكُرُوا۟ نِعْمَتِىَ ٱلَّتِىٓ أَنْعَمْتُ عَلَيْكُمْ وَأَنِّى فَضَّلْتُكُمْ عَلَى ٱلْعَٰلَمِينَ,O Children of Israel! Remember ˹all˺ the favours I granted you and how I honoured you above the others.,7,1,1,3,286,6236,Medinan,FALSE,NA,11,"[يَٰبَنِىٓ,إِسْرَٰٓءِيلَ,ٱذْكُرُوا۟,نِعْمَتِىَ,ٱلَّتِىٓ,أَنْعَمْتُ,عَلَيْكُمْ,وَأَنِّى,فَضَّلْتُكُمْ,عَلَى,ٱلْعَٰلَمِينَ]"
2,The Cow,البقرة,Al-Baqarah,48,55,وَٱتَّقُوا۟ يَوْمًۭا لَّا تَجْزِى نَفْسٌ عَن نَّفْسٍۢ شَيْـًۭٔا وَلَا يُقْبَلُ مِنْهَا شَفَٰعَةٌۭ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌۭ وَلَا هُمْ يُنصَرُونَ,"Guard yourselves against the Day on which no soul will be of help to another. No intercession will be accepted, no ransom taken, and no help will be given.",7,1,1,3,286,6236,Medinan,FALSE,NA,19,"[وَٱتَّقُوا۟,يَوْمًۭا,لَّا,تَجْزِى,نَفْسٌ,عَن,نَّفْسٍۢ,شَيْـًۭٔا,وَلَا,يُقْبَلُ,مِنْهَا,شَفَٰعَةٌۭ,وَلَا,يُؤْخَذُ,مِنْهَا,عَدْلٌۭ,وَلَا,هُمْ,يُنصَرُونَ]"
2,The Cow,البقرة,Al-Baqarah,49,56,وَإِذْ نَجَّيْنَٰكُم مِّنْ ءَالِ فِرْعَوْنَ يَسُومُونَكُمْ سُوٓءَ ٱلْعَذَابِ يُذَبِّحُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ ۚ وَفِى ذَٰلِكُم بَلَآءٌۭ مِّن رَّبِّكُمْ عَظِيمٌۭ,"˹Remember˺ how We delivered you from the people of Pharaoh, who afflicted you with dreadful torment, slaughtering your sons and keeping your women. That was a severe test from your Lord.",7,1,1,3,286,6236,Medinan,FALSE,NA,19,"[وَإِذْ,نَجَّيْنَٰكُم,مِّنْ,ءَالِ,فِرْعَوْنَ,يَسُومُونَكُمْ,سُوٓءَ,ٱلْعَذَابِ,يُذَبِّحُونَ,أَبْنَآءَكُمْ,وَيَسْتَحْيُونَ,نِسَآءَكُمْ,ۚ,وَفِى,ذَٰلِكُم,بَلَآءٌۭ,مِّن,رَّبِّكُمْ,عَظِيمٌۭ]"
2,The Cow,البقرة,Al-Baqarah,50,57,وَإِذْ فَرَقْنَا بِكُمُ ٱلْبَحْرَ فَأَنجَيْنَٰكُمْ وَأَغْرَقْنَآ ءَالَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,"And ˹remember˺ when We parted the sea, rescued you, and drowned Pharaoh’s people before your very eyes.",7,1,1,3,286,6236,Medinan,FALSE,NA,10,"[وَإِذْ,فَرَقْنَا,بِكُمُ,ٱلْبَحْرَ,فَأَنجَيْنَٰكُمْ,وَأَغْرَقْنَآ,ءَالَ,فِرْعَوْنَ,وَأَنتُمْ,تَنظُرُونَ]"
2,The Cow,البقرة,Al-Baqarah,51,58,وَإِذْ وَٰعَدْنَا مُوسَىٰٓ أَرْبَعِينَ لَيْلَةًۭ ثُمَّ ٱتَّخَذْتُمُ ٱلْعِجْلَ مِنۢ بَعْدِهِۦ وَأَنتُمْ ظَٰلِمُونَ,"And ˹remember˺ when We appointed forty nights for Moses, then you worshipped the calf in his absence, acting wrongfully.",7,1,1,3,286,6236,Medinan,FALSE,NA,12,"[وَإِذْ,وَٰعَدْنَا,مُوسَىٰٓ,أَرْبَعِينَ,لَيْلَةًۭ,ثُمَّ,ٱتَّخَذْتُمُ,ٱلْعِجْلَ,مِنۢ,بَعْدِهِۦ,وَأَنتُمْ,ظَٰلِمُونَ]"
2,The Cow,البقرة,Al-Baqarah,52,59,ثُمَّ عَفَوْنَا عَنكُم مِّنۢ بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,Even then We ˹still˺ forgave you so perhaps you would be grateful.,7,1,1,3,286,6236,Medinan,FALSE,NA,8,"[ثُمَّ,عَفَوْنَا,عَنكُم,مِّنۢ,بَعْدِ,ذَٰلِكَ,لَعَلَّكُمْ,تَشْكُرُونَ]"
2,The Cow,البقرة,Al-Baqarah,53,60,وَإِذْ ءَاتَيْنَا مُوسَى ٱلْكِتَٰبَ وَٱلْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,And ˹remember˺ when We gave Moses the Scripture—the standard ˹to distinguish between right and wrong˺ that perhaps you would be ˹rightly˺ guided.,7,1,1,3,286,6236,Medinan,FALSE,NA,7,"[وَإِذْ,ءَاتَيْنَا,مُوسَى,ٱلْكِتَٰبَ,وَٱلْفُرْقَانَ,لَعَلَّكُمْ,تَهْتَدُونَ]"
2,The Cow,البقرة,Al-Baqarah,54,61,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِۦ يَٰقَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلْعِجْلَ فَتُوبُوٓا۟ إِلَىٰ بَارِئِكُمْ فَٱقْتُلُوٓا۟ أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌۭ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"And ˹remember˺ when Moses said to his people, “O my people! Surely you have wronged yourselves by worshipping the calf, so turn in repentance to your Creator and execute ˹the calf-worshippers among˺ yourselves. That is best for you in the sight of your Creator.” Then He accepted your repentance. Surely He is the Accepter of Repentance, Most Merciful.",7,1,1,3,286,6236,Medinan,FALSE,NA,27,"[وَإِذْ,قَالَ,مُوسَىٰ,لِقَوْمِهِۦ,يَٰقَوْمِ,إِنَّكُمْ,ظَلَمْتُمْ,أَنفُسَكُم,بِٱتِّخَاذِكُمُ,ٱلْعِجْلَ,فَتُوبُوٓا۟,إِلَىٰ,بَارِئِكُمْ,فَٱقْتُلُوٓا۟,أَنفُسَكُمْ,ذَٰلِكُمْ,خَيْرٌۭ,لَّكُمْ,عِندَ,بَارِئِكُمْ,فَتَابَ,عَلَيْكُمْ,ۚ,إِنَّهُۥ,هُوَ,ٱلتَّوَّابُ,ٱلرَّحِيمُ]"
2,The Cow,البقرة,Al-Baqarah,55,62,وَإِذْ قُلْتُمْ يَٰمُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهْرَةًۭ فَأَخَذَتْكُمُ ٱلصَّٰعِقَةُ وَأَنتُمْ تَنظُرُونَ,"And ˹remember˺ when you said, “O Moses! We will never believe you until we see Allah with our own eyes,” so a thunderbolt struck you while you were looking on.",7,1,1,3,286,6236,Medinan,FALSE,NA,14,"[وَإِذْ,قُلْتُمْ,يَٰمُوسَىٰ,لَن,نُّؤْمِنَ,لَكَ,حَتَّىٰ,نَرَى,ٱللَّهَ,جَهْرَةًۭ,فَأَخَذَتْكُمُ,ٱلصَّٰعِقَةُ,وَأَنتُمْ,تَنظُرُونَ]"
2,The Cow,البقرة,Al-Baqarah,56,63,ثُمَّ بَعَثْنَٰكُم مِّنۢ بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,"Then We brought you back to life after your death, so that perhaps you would be grateful.",7,1,1,3,286,6236,Medinan,FALSE,NA,7,"[ثُمَّ,بَعَثْنَٰكُم,مِّنۢ,بَعْدِ,مَوْتِكُمْ,لَعَلَّكُمْ,تَشْكُرُونَ]"
2,The Cow,البقرة,Al-Baqarah,57,64,وَظَلَّلْنَا عَلَيْكُمُ ٱلْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ ٱلْمَنَّ وَٱلسَّلْوَىٰ ۖ كُلُوا۟ مِن طَيِّبَٰتِ مَا رَزَقْنَٰكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوٓا۟ أَنفُسَهُمْ يَظْلِمُونَ,"And ˹remember when˺ We shaded you with clouds and sent down to you manna and quails, ˹saying˺, “Eat from the good things We have provided for you.” The evildoers ˹certainly˺ did not wrong Us, but wronged themselves.",7,1,1,3,286,6236,Medinan,FALSE,NA,20,"[وَظَلَّلْنَا,عَلَيْكُمُ,ٱلْغَمَامَ,وَأَنزَلْنَا,عَلَيْكُمُ,ٱلْمَنَّ,وَٱلسَّلْوَىٰ,ۖ,كُلُوا۟,مِن,طَيِّبَٰتِ,مَا,رَزَقْنَٰكُمْ,ۖ,وَمَا,ظَلَمُونَا,وَلَٰكِن,كَانُوٓا۟,أَنفُسَهُمْ,يَظْلِمُونَ]"
2,The Cow,البقرة,Al-Baqarah,58,65,وَإِذْ قُلْنَا ٱدْخُلُوا۟ هَٰذِهِ ٱلْقَرْيَةَ فَكُلُوا۟ مِنْهَا حَيْثُ شِئْتُمْ رَغَدًۭا وَٱدْخُلُوا۟ ٱلْبَابَ سُجَّدًۭا وَقُولُوا۟ حِطَّةٌۭ نَّغْفِرْ لَكُمْ خَطَٰيَٰكُمْ ۚ وَسَنَزِيدُ ٱلْمُحْسِنِينَ,"And ˹remember˺ when We said, “Enter this city and eat freely from wherever you please; enter the gate with humility, saying, ‘Absolve us.’ We will forgive your sins and multiply the reward for the good-doers.”",7,1,1,3,286,6236,Medinan,FALSE,NA,21,"[وَإِذْ,قُلْنَا,ٱدْخُلُوا۟,هَٰذِهِ,ٱلْقَرْيَةَ,فَكُلُوا۟,مِنْهَا,حَيْثُ,شِئْتُمْ,رَغَدًۭا,وَٱدْخُلُوا۟,ٱلْبَابَ,سُجَّدًۭا,وَقُولُوا۟,حِطَّةٌۭ,نَّغْفِرْ,لَكُمْ,خَطَٰيَٰكُمْ,ۚ,وَسَنَزِيدُ,ٱلْمُحْسِنِينَ]"
