,lemma,buckwalter,frequency,part_of_speech
2433,خَذُول,xa*uwl,1,Adjective
2434,خَرَاب,xaraAb,1,Noun
2435,خَرَاج,xaraAj,1,Noun
2436,خَرَّٰصُون,xar~a`Suwn,1,Noun
2437,خُرْطُوم,xuroTuwm,1,Noun
2438,خُشُب,xu$ub,1,Noun
2439,خُشُوع,xu$uwE,1,Noun
2440,خَصَاصَة,xaSaASap,1,Noun
2441,خَصِمُون,xaSimuwn,1,Adjective
2442,خُضْر,xuDor,1,Adjective
2443,خَضِر,xaDir,1,Noun
2444,خِطْبَة,xiTobap,1,Noun
2445,خَطْفَة,xaTofap,1,Noun
2446,خِطْـٔ,xiTo_#,1,Noun
2447,خَفِيف,xafiyf,1,Adjective
2448,خَفِيف,xafiyf,1,Noun
2449,خُلَطَآء,xulaTaA^',1,Noun
2450,خِلْفَة,xilofap,1,Noun
2451,خُلُود,xuluwd,1,Noun
2452,خُلَّة,xul~ap,1,Noun
2453,خُمُر,xumur,1,Noun
2454,خُمُس,xumus,1,Noun
2455,خَمْط,xamoT,1,Adjective
2456,خَنَّاس,xan~aAs,1,Adjective
2457,خُنَّس,xun~as,1,Noun
2458,خَوَّان,xaw~aAn,1,Noun
2459,خَوَّان,xaw~aAn,1,Adjective
2460,خِيَاط,xiyaAT,1,Noun
2461,خِيَام,xiyaAm,1,Noun
2462,دَآئِبَيْن,daA^}ibayon,1,Noun
2463,دَأَب,da>ab,1,Noun
2464,دَاحِضَة,daAHiDap,1,Noun
2465,دَافِق,daAfiq,1,Adjective
2466,دَان,daAn,1,Noun
2467,دَانِيَة,daAniyap,1,Adjective
2468,دُحُور,duHuwr,1,Noun
2469,دِرَاسَت,diraAsat,1,Noun
2470,دَرَٰهِم,dara`him,1,Noun
2471,دَّرْك,d~arok,1,Noun
2472,دَرَك,darak,1,Noun
2473,دُرِّىّ,dur~iY~,1,Adjective
2474,دُسُر,dusur,1,Noun
2475,دَعّ,daE~,1,Noun
2476,دِفْء,difo',1,Noun
2477,دَكَّآء,dak~aA^',1,Noun
2478,دَكَّة,dak~ap,1,Noun
2479,دَلْو,dalow,1,Noun
2480,دُلُوك,duluwk,1,Noun
2481,دَلِيل,daliyl,1,Noun
2482,دِهَاق,dihaAq,1,Adjective
2483,دِّهَان,d~ihaAn,1,Noun
2484,دُّهْن,d~uhon,1,Noun
2485,دَّوَآئِر,d~awaA^}ir,1,Noun
2486,دُولَة,duwlap,1,Noun
2487,دَيَّار,day~aAr,1,Noun
2488,دِينَار,diynaAr,1,Noun
2489,ذَّٰرِيَٰت,*~a`riya`t,1,Noun
2490,ذَّٰكِرَٰت,*~a`kira`t,1,Noun
2491,ذَٰنِك,*a`nik,1,Demonstrative pronoun
2492,ذَاهِب,*aAhib,1,Noun
2493,ذِبْح,*iboH,1,Noun
2494,ذَرْو,*arow,1,Noun
2495,ذُلُل,*ulul,1,Noun
2496,ذَلُول,*aluwl,1,Adjective
2497,ذَلُول,*aluwl,1,Noun
2498,ذَهَاب,*ahaAb,1,Noun
2499,ذُو,*uw,1,Adjective
2500,رَآدِّى,raA^d~iY,1,Noun
2501,رَّابِي,r~aAbiy,1,Noun
2502,رَّابِيَة,r~aAbiyap,1,Adjective
2503,رَّاجِفَة,r~aAjifap,1,Noun
2504,رَّادِفَة,r~aAdifap,1,Noun
2505,رَّٰشِدُون,r~a`$iduwn,1,Noun
2506,رَافِع,raAfiE,1,Noun
2507,رَّافِعَة,r~aAfiEap,1,Noun
2508,رَاق,raAq,1,Noun
2509,رِّب,r~ib,1,Noun
2510,رُّب,r~ub,1,Noun
2511,رَبَٰٓئِب,raba`^}ib,1,Noun
2512,رِّبَاط,r~ibaAT,1,Noun
2513,رِبِّيُّون,rib~iy~uwn,1,Noun
2514,رَتْق,ratoq,1,Noun
2515,رَجّ,raj~,1,Noun
2516,رُّجْز,r~ujoz,1,Noun
2517,رُّجْعَىٰٓ,r~ujoEaY`^,1,Noun
2518,رَجِل,rajil,1,Noun
2519,رَجْم,rajom,1,Noun
2520,رُجُوم,rujuwm,1,Noun
2521,رِحْلَة,riHolap,1,Noun
2522,رُحْم,ruHom,1,Noun
2523,رَّحِيق,r~aHiyq,1,Noun
2524,رُخَآء,ruxaA^',1,Noun
2525,رَدْم,radom,1,Noun
2526,رِدْء,rido',1,Noun
2527,رَّزَّاق,r~az~aAq,1,Noun
2528,رَّشِيد,r~a$iyd,1,Noun
2529,رَصَد,raSad,1,Adjective
2530,رَصَد,raSad,1,Noun
2531,رَضِيّ,raDiy~,1,Noun
2532,رُطَب,ruTab,1,Noun
2533,رَطْب,raTob,1,Noun
2534,رِّعَآء,r~iEaA^',1,Noun
2535,رِعَايَت,riEaAyat,1,Noun
2536,رَغَب,ragab,1,Noun
2537,رَغَد,ragad,1,Noun
2538,رِّفْد,r~ifod,1,Noun
2539,رَفْرَف,raforaf,1,Noun
2540,رَفِيع,rafiyE,1,Adjective
2541,رَفِيق,rafiyq,1,Noun
2542,رَقّ,raq~,1,Noun
2543,رُقُود,ruquwd,1,Noun
2544,رُقِيّ,ruqiy~,1,Noun
2545,رَّقِيم,r~aqiym,1,Noun
2546,رِكَاب,rikaAb,1,Noun
2547,رُكَام,rukaAm,1,Noun
2548,رَّكْب,r~akob,1,Noun
2549,رُكْبَان,rukobaAn,1,Noun
2550,رِكْز,rikoz,1,Noun
2551,رَكُوب,rakuwb,1,Noun
2552,رِمَاح,rimaAH,1,Noun
2553,رَمَاد,ramaAd,1,Noun
2554,رَمْز,ramoz,1,Noun
2555,رَمَضَان,ramaDaAn,1,Proper noun
2556,رِهَٰن,riha`n,1,Noun
2557,رَهَب,rahab,1,Noun
2558,رَّهْب,r~ahob,1,Noun
2559,رَهْبَانِيَّة,rahobaAniy~ap,1,Noun
2560,رَهْبَة,rahobap,1,Noun
2561,رَهْو,rahow,1,Noun
2562,رَهِين,rahiyn,1,Noun
2563,رَهِينَة,rahiynap,1,Noun
2564,رَوَاح,rawaAH,1,Noun
2565,رَوَاكِد,rawaAkid,1,Noun
2566,رَوْضَات,rawoDaAt,1,Noun
2567,رَوْضَة,rawoDap,1,Noun
2568,رَّوْع,r~awoE,1,Noun
2569,رُّوم,r~uwm,1,Proper noun
2570,رُوَيْد,ruwayod,1,Noun
2571,رِيبَة,riybap,1,Noun
2572,رِيش,riy$,1,Noun
2573,رِيع,riyE,1,Noun
2574,رَءُوف,ra'uwf,1,Adjective
2575,رِءْي,ri'oy,1,Noun
2576,زَّٰجِرَٰت,z~a`jira`t,1,Noun
2577,زَّاد,z~aAd,1,Noun
2578,زَّٰرِعُون,z~a`riEuwn,1,Noun
2579,زَّٰهِدِين,z~a`hidiyn,1,Noun
2580,زَاهِق,zaAhiq,1,Noun
2581,زَّبَانِيَة,z~abaAniyap,1,Noun
2582,زُبَر,zubar,1,Noun
2583,زَجْر,zajor,1,Noun
2584,زَحْف,zaHof,1,Noun
2585,زَرَابِىّ,zaraAbiY~,1,Noun
2586,زُّرَّاع,z~ur~aAE,1,Noun
2587,زُرْق,zuroq,1,Noun
2588,زَكِيّ,zakiy~,1,Adjective
2589,زَكِيَّة,zakiy~ap,1,Noun
2590,زَلْزَلَة,zalozalap,1,Noun
2591,زَلَق,zalaq,1,Noun
2592,زَمْهَرِير,zamohariyr,1,Noun
2593,زَنجَبِيل,zanjabiyl,1,Noun
2594,زِّنَىٰٓ,z~inaY`^,1,Noun
2595,زَنِيم,zaniym,1,Noun
2596,زَهْرَة,zahorap,1,Noun
2597,زَهُوق,zahuwq,1,Noun
2598,زَوَال,zawaAl,1,Noun
2599,زَيْت,zayot,1,Noun
2600,زَيْتُونَة,zayotuwnap,1,Noun
2601,زَيْد,zayod,1,Proper noun
2602,زَيْغ,zayog,1,Noun
2603,سَآئِبَة,saA^}ibap,1,Noun
2604,سَٰٓئِحَٰت,sa`^}iHa`t,1,Adjective
2605,سَّٰٓئِحُون,s~a`^}iHuwn,1,Noun
2606,سَآئِق,saA^}iq,1,Noun
2607,سَّٰبِحَٰت,s~a`biHa`t,1,Noun
2608,سَٰبِغَٰت,sa`biga`t,1,Noun
2609,سَّٰبِقَٰت,s~a`biqa`t,1,Noun
2610,سَاحَت,saAHat,1,Noun
2611,سَّاحِل,s~aAHil,1,Noun
2612,سَّٰخِرِين,s~a`xiriyn,1,Noun
2613,سَارِب,saArib,1,Noun
2614,سَّارِقَة,s~aAriqap,1,Noun
2615,سَاعَة,saAEap,1,Time adverb
2616,سَاقِط,saAqiT,1,Noun
2617,سَاكِن,saAkin,1,Noun
2618,سَٰلِمُون,sa`limuwn,1,Noun
2619,سَٰمِدُون,sa`miduwn,1,Noun
2620,سَٰمِر,sa`mir,1,Noun
2621,سَّاهِرَة,s~aAhirap,1,Noun
2622,سَبْع,saboE,1,Time adverb
2623,سَّبُع,s~abuE,1,Noun
2624,سَبْق,saboq,1,Noun
2625,سِتْر,sitor,1,Noun
2626,سِتِّين,sit~iyn,1,Noun
2627,سِّجِلّ,s~ijil~,1,Noun
2628,سَحَّار,saH~aAr,1,Noun
2629,سُحْق,suHoq,1,Noun
2630,سَحِيق,saHiyq,1,Adjective
2631,سُخْرِيّ,suxoriy~,1,Noun
2632,سَخَط,saxaT,1,Noun
2633,سُدًى,sudFY,1,Noun
2634,سَّرَآئِر,s~araA^}ir,1,Noun
2635,سُرَادِق,suraAdiq,1,Noun
2636,سَرَب,sarab,1,Noun
2637,سَّرْد,s~arod,1,Noun
2638,سُرُور,suruwr,1,Noun
2639,سَرِيّ,sariy~,1,Noun
2640,سَعِيد,saEiyd,1,Noun
2641,سَفَرَة,safarap,1,Noun
2642,سُّفْلَىٰ,s~ufolaY`,1,Noun
2643,سَفَه,safah,1,Noun
2644,سُقْيَٰ,suqoya`,1,Noun
2645,سَكَر,sakar,1,Noun
2646,سِكِّين,sik~iyn,1,Noun
2647,سَلَٰم,sala`m,1,Adjective
2648,سَلْسَبِيل,salosabiyl,1,Proper noun
2649,سَلَف,salaf,1,Noun
2650,سِّلْم,s~ilom,1,Proper noun
2651,سَمّ,sam~,1,Noun
2652,سَمْك,samok,1,Noun
2653,سَنَا,sanaA,1,Noun
2654,سُنبُل,sunbul,1,Noun
2655,سِنِين,siniyn,1,Time adverb
2656,سِنَة,sinap,1,Noun
2657,سُهُول,suhuwl,1,Noun
2658,سَوَآء,sawaA^',1,Adjective
2659,سُوَاع,suwaAE,1,Proper noun
2660,سُؤَال,su&aAl,1,Noun
2661,سُّوٓأَىٰٓ,s~uw^>aY`^,1,Noun
2662,سُود,suwd,1,Adjective
2663,سُور,suwr,1,Noun
2664,سَوْط,sawoT,1,Noun
2665,سُؤْل,su&ol,1,Noun
2666,سُوًى,suwFY,1,Adjective
2667,سِيرَت,siyrat,1,Noun
2668,سَيْنَآء,sayonaA^',1,Proper noun
2669,سِينِين,siyniyn,1,Proper noun
2670,سَيِّئ,say~i},1,Noun
2671,سَيِّئَة,say~i}ap,1,Adjective
2672,شَٰخِصَة,$a`xiSap,1,Noun
2673,شَٰطِئ,$a`Ti},1,Noun
2674,شَاكِلَت,$aAkilat,1,Noun
2675,شَٰمِخَٰت,$a`mixa`t,1,Adjective
2676,شَانِئ,$aAni},1,Noun
2677,شِّتَآء,$~itaA^',1,Noun
2678,شَتَّىٰ,$at~aY`,1,Adjective
2679,شُحُوم,$uHuwm,1,Noun
2680,شُرْب,$urob,1,Noun
2681,شِرْذِمَة,$iro*imap,1,Noun
2682,شَرَر,$arar,1,Noun
2683,شُرَّع,$ur~aE,1,Noun
2684,شِرْعَة,$iroEap,1,Noun
2685,شَرْقِيّ,$aroqiy~,1,Adjective
2686,شَرْقِيَّة,$aroqiy~ap,1,Noun
2687,شَرِيعَة,$ariyEap,1,Noun
2688,شَطْـٔ,$aTo_#,1,Noun
2689,شُعَب,$uEab,1,Noun
2690,شِّعْرَىٰ,$~iEoraY`,1,Proper noun
2691,شُعُوب,$uEuwb,1,Noun
2692,شُغُل,$ugul,1,Noun
2693,شَفَتَيْن,$afatayon,1,Noun
2694,شَّفْع,$~afoE,1,Noun
2695,شَّفَق,$~afaq,1,Noun
2696,شَفِيع,$afiyE,1,Adjective
2697,شِقّ,$iq~,1,Noun
2698,شَقّ,$aq~,1,Noun
2699,شِقْوَت,$iqowat,1,Noun
2700,شُّقَّة,$~uq~ap,1,Noun
2701,شُكْر,$ukor,1,Noun
2702,شَكْل,$akol,1,Noun
2703,شَكُور,$akuwr,1,Noun
2704,شُهُب,$uhub,1,Noun
2705,شُوَاظ,$uwaAZ,1,Noun
2706,شَوْب,$awob,1,Noun
2707,شُورَىٰ,$uwraY`,1,Noun
2708,شَّوْكَة,$~awokap,1,Noun
2709,شَّوَىٰ,$~awaY`,1,Noun
2710,شِيب,$iyb,1,Noun
2711,شَيْب,$ayob,1,Noun
2712,شَيْبَة,$ayobap,1,Noun
2713,شَيْخ,$ayox,1,Noun
2714,شِيَة,$iyap,1,Noun
2715,صَّآخَّة,S~aA^x~ap,1,Noun
2716,صَّآفُّون,S~aA^f~uwn,1,Noun
2717,صَّٰٓئِمَٰت,S~a`^}ima`t,1,Noun
2718,صَّٰٓئِمِين,S~a`^}imiyn,1,Noun
2719,صَابِر,SaAbir,1,Adjective
2720,صَّٰبِرَٰت,S~a`bira`t,1,Noun
2721,صَابِرَة,SaAbirap,1,Adjective
2722,صَّٰدِقَٰت,S~a`diqa`t,1,Noun
2723,صَٰرِمِين,Sa`rimiyn,1,Noun
2724,صَّٰفِنَٰت,S~a`fina`t,1,Noun
2725,صَال,SaAl,1,Noun
2726,صَٰمِتُون,Sa`mituwn,1,Noun
2727,صَبّ,Sab~,1,Noun
2728,صَبَاح,SabaAH,1,Noun
2729,صُبْح,SuboH,1,Time adverb
2730,صِبْغ,Sibog,1,Noun
2731,صِحَاف,SiHaAf,1,Noun
2732,صَّخْر,S~axor,1,Noun
2733,صَّدْع,S~adoE,1,Noun
2734,صَّدَفَيْن,S~adafayon,1,Noun
2735,صَدُقَٰت,Saduqa`t,1,Noun
2736,صُدُود,Suduwd,1,Noun
2737,صَدِيد,Sadiyd,1,Adjective
2738,صِدِّيقَة,Sid~iyqap,1,Noun
2739,صِرّ,Sir~,1,Noun
2740,صَرْعَىٰ,SaroEaY`,1,Noun
2741,صَرْف,Sarof,1,Noun
2742,صَرِيخ,Sariyx,1,Noun
2743,صَّرِيم,S~ariym,1,Noun
2744,صَرَّة,Sar~ap,1,Noun
2745,صَعَد,SaEad,1,Adjective
2746,صَعِق,SaEiq,1,Noun
2747,صَعُود,SaEuwd,1,Noun
2748,صَغَار,SagaAr,1,Noun
2749,صَغِيرَة,Sagiyrap,1,Adjective
2750,صَغِيرَة,Sagiyrap,1,Noun
2751,صَّفَا,S~afaA,1,Proper noun
2752,صُفْر,Sufor,1,Adjective
2753,صَفْرَآء,SaforaA^',1,Adjective
2754,صَفْصَف,SafoSaf,1,Adjective
2755,صَفْوَان,SafowaAn,1,Noun
2756,صَلْد,Salod,1,Noun
2757,صِلِيّ,Siliy~,1,Noun
2758,صَّمَد,S~amad,1,Noun
2759,صَنْعَة,SanoEap,1,Noun
2760,صِهْر,Sihor,1,Noun
2761,صَوَآفّ,SawaA^f~,1,Noun
2762,صَوَاب,SawaAb,1,Noun
2763,صُوَاع,SuwaAE,1,Noun
2764,صَوَٰمِع,Sawa`miE,1,Noun
2765,صَوْم,Sawom,1,Noun
2766,صَيَاصِي,SayaASiy,1,Noun
2767,صَيِّب,Say~ib,1,Noun
2768,صَّيْف,S~ayof,1,Noun
2769,ضَآئِق,DaA^}iq,1,Noun
2770,ضَاحِك,DaAHik,1,Noun
2771,ضَاحِكَة,DaAHikap,1,Noun
2772,ضَامِر,DaAmir,1,Noun
2773,ضَّأْن,D~a>on,1,Noun
2774,ضَبْح,DaboH,1,Noun
2775,ضِدّ,Did~,1,Noun
2776,ضَّرَر,D~arar,1,Noun
2777,ضَرِيع,DariyE,1,Noun
2778,ضِعَٰف,DiEa`f,1,Adjective
2779,ضَعِيف,DaEiyf,1,Adjective
2780,ضَّفَادِع,D~afaAdiE,1,Noun
2781,ضَنك,Dank,1,Adjective
2782,ضَنِين,Daniyn,1,Noun
2783,ضَيْر,Dayor,1,Noun
2784,ضِيزَىٰٓ,DiyzaY`^,1,Adjective
2785,ضَيِّق,Day~iq,1,Noun
2786,ضَيِّق,Day~iq,1,Adjective
2787,طَّآمَّة,T~aA^m~ap,1,Noun
2788,طَآئِعِين,TaA^}iEiyn,1,Noun
2789,طَآئِفَة,TaA^}ifap,1,Adjective
2790,طَاعِم,TaAEim,1,Noun
2791,طَّاغِيَة,T~aAgiyap,1,Noun
2792,طَّالِب,T~aAlib,1,Noun
2793,طَعْم,TaEom,1,Noun
2794,طَعْن,TaEon,1,Noun
2795,طَغْوَىٰ,TagowaY`,1,Noun
2796,طَلّ,Tal~,1,Noun
2797,طَلَب,Talab,1,Noun
2798,طَلْح,TaloH,1,Noun
2799,طَوَّٰفُون,Taw~a`fuwn,1,Noun
2800,طُوبَىٰ,TuwbaY`,1,Noun
2801,طَّوْد,T~awod,1,Noun
2802,طُول,Tuwl,1,Noun
2803,طَىّ,TaY~,1,Noun
2804,ظَّآنِّين,Z~aA^n~iyn,1,Adjective
2805,ظَعْن,ZaEon,1,Noun
2806,ظُفُر,Zufur,1,Noun
2807,ظُلُمَٰت,Zuluma`t,1,Adjective
2808,ظَمَأ,Zama>,1,Noun
2809,ظَّمْـَٔان,Z~amo_#aAn,1,Noun
2810,ظِهْرِيّ,Zihoriy~,1,Noun
2811,ظَّهِيرَة,Z~ahiyrap,1,Noun
2812,عَآدِّين,EaA^d~iyn,1,Noun
2813,عَآئِدُون,EaA^}iduwn,1,Noun
2814,عَآئِل,EaA^}il,1,Noun
2815,عَابِد,EaAbid,1,Adjective
2816,عَٰبِدَٰت,Ea`bida`t,1,Adjective
2817,عَابِرِى,EaAbiriY,1,Noun
2818,عَاتِيَة,EaAtiyap,1,Adjective
2819,عَٰدِيَٰت,Ea`diya`t,1,Noun
2820,عَاصِف,EaASif,1,Adjective
2821,عَاصِف,EaASif,1,Noun
2822,عَٰصِفَٰت,Ea`Sifa`t,1,Noun
2823,عَاصِفَة,EaASifap,1,Noun
2824,عَافِين,EaAfiyn,1,Noun
2825,عَال,EaAl,1,Noun
2826,عَالِين,EaAliyn,1,Adjective
2827,عَالِين,EaAliyn,1,Noun
2828,عَامِلَة,EaAmilap,1,Adjective
2829,عَبَث,Eabav,1,Noun
2830,عَبْقَرِىّ,EaboqariY~,1,Noun
2831,عَبُوس,Eabuws,1,Adjective
2832,عُتُلّ,Eutul~,1,Adjective
2833,عَتِيد,Eatiyd,1,Adjective
2834,عَتِيد,Eatiyd,1,Noun
2835,عُجَاب,EujaAb,1,Adjective
2836,عَجَل,Eajal,1,Noun
2837,عَجُول,Eajuwl,1,Adjective
2838,عَدَد,Eadad,1,Adjective
2839,عَدَس,Eadas,1,Noun
2840,عَدُوّ,Eaduw~,1,Adjective
2841,عُدَّة,Eud~ap,1,Noun
2842,عُرُب,Eurub,1,Adjective
2843,عَرَبِيّ,Earabiy~,1,Noun
2844,عُرْجُون,Eurojuwn,1,Noun
2845,عُرْضَة,EuroDap,1,Noun
2846,عَرَفَٰت,Earafa`t,1,Proper noun
2847,عَرِم,Earim,1,Noun
2848,عَرِيض,EariyD,1,Adjective
2849,عِزّ,Eiz~,1,Noun
2850,عُزَيْر,Euzayor,1,Proper noun
2851,عِزِين,Eiziyn,1,Noun
2852,عَسِر,Easir,1,Adjective
2853,عُسْرَىٰ,EusoraY`,1,Noun
2854,عَسَل,Easal,1,Noun
2855,عِشَار,Ei$aAr,1,Noun
2856,عَشْر,Ea$or,1,Time adverb
2857,عَشْر,Ea$or,1,Adjective
2858,عِشْرُون,Ei$oruwn,1,Noun
2859,عَشِير,Ea$iyr,1,Noun
2860,عَشِيَّة,Ea$iy~ap,1,Noun
2861,عَصْر,EaSor,1,Noun
2862,عَصْف,EaSof2,1,Noun
2863,عِصَم,EiSam,1,Noun
2864,عَصِيّ,EaSiy~,1,Adjective
2865,عَصِيّ,EaSiy~,1,Noun
2866,عِصْيَان,EiSoyaAn,1,Noun
2867,عَصِيب,EaSiyb,1,Adjective
2868,عِضِين,EiDiyn,1,Noun
2869,عِطْف,EiTof,1,Noun
2870,عِفْرِيت,Eiforiyt,1,Noun
2871,عُقْب,Euqob,1,Noun
2872,عُقُود,Euquwd,1,Noun
2873,عَقِيم,Eaqiym,1,Noun
2874,عَلَٰمَٰت,Eala`ma`t,1,Noun
2875,عَلَق,Ealaq,1,Noun
2876,عُلْيَا,EuloyaA,1,Noun
2877,عِمَاد,EimaAd,1,Noun
2878,عِمَارَة,EimaArap,1,Noun
2879,عَمْر,Eamor,1,Noun
2880,عَمُون,Eamuwn,1,Adjective
2881,عَمُون,Eamuwn,1,Noun
2882,عَمِيق,Eamiyq,1,Adjective
2883,عَنَت,Eanat,1,Noun
2884,عَنِيد,Eaniyd,1,Noun
2885,عَوَان,EawaAn,1,Noun
2886,عِيد,Eiyd,1,Noun
2887,عَيْلَة,Eayolap,1,Noun
2888,عِين,Eiyn,1,Adjective
2889,غَآئِبَة,gaA^}ibap,1,Noun
2890,غَآئِظُون,gaA^}iZuwn,1,Noun
2891,غَار,gaAr,1,Noun
2892,غَٰرِمِين,ga`rimiyn,1,Noun
2893,غَاسِق,gaAsiq,1,Noun
2894,غَٰفِلَٰت,ga`fila`t,1,Adjective
2895,غَبَرَة,gabarap,1,Noun
2896,غَدَآء,gadaA^',1,Noun
2897,غَدَق,gadaq,1,Adjective
2898,غَرَابِيب,garaAbiyb,1,Noun
2899,غَرَام,garaAm,1,Noun
2900,غَرْبِىّ,garobiY~,1,Adjective
2901,غَرْبِيَّة,garobiy~ap,1,Noun
2902,غُرُفَٰت,gurufa`t,1,Noun
2903,غَرَق,garaq,1,Noun
2904,غَرْق,garoq,1,Noun
2905,غَزْل,gazol,1,Noun
2906,غُزًّى,guz~FY,1,Noun
2907,غَسَق,gasaq,1,Noun
2908,غِسْلِين,gisoliyn,1,Noun
2909,غَصْب,gaSob,1,Noun
2910,غُصَّة,guS~ap,1,Noun
2911,غُفْرَان,guforaAn,1,Noun
2912,غُلْب,gulob,1,Adjective
2913,غَلَب,galab,1,Noun
2914,غِلْظَة,giloZap,1,Noun
2915,غَلْى,galoY,1,Noun
2916,غَلِيظ,galiyZ,1,Noun
2917,غَمَرَٰت,gamara`t,1,Noun
2918,غُمَّة,gum~ap,1,Noun
2919,غَوَّاص,gaw~aAS,1,Noun
2920,غَوْل,gawol,1,Noun
2921,غَوِىّ,gawiY~,1,Noun
2922,فَا,faA,1,Noun
2923,فَٰتِحِين,fa`tiHiyn,1,Noun
2924,فَٰتِنِين,fa`tiniyn,1,Noun
2925,فَاجِر,faAjir,1,Noun
2926,فَارِض,faAriD,1,Adjective
2927,فَٰرِغ,fa`rig,1,Noun
2928,فَٰرِقَٰت,fa`riqa`t,1,Noun
2929,فَٰرِهِين,fa`rihiyn,1,Noun
2930,فَٰصِلِين,fa`Siliyn,1,Noun
2931,فَاقِرَة,faAqirap,1,Noun
2932,فَاقِع,faAqiE,1,Adjective
2933,فَان,faAn,1,Noun
2934,فَتَّاح,fat~aAH,1,Noun
2935,فَتْرَة,fatorap,1,Noun
2936,فُتُون,futuwn,1,Noun
2937,فَتًى,fatFY,1,Noun
2938,فَتَيَان,fatayaAn,1,Noun
2939,فَجّ,faj~,1,Adjective
2940,فُجَّار,fuj~aAr,1,Adjective
2941,فُجُور,fujuwr,1,Noun
2942,فَجْوَة,fajowap,1,Noun
2943,فَخَّار,fax~aAr,1,Noun
2944,فِدَآء,fidaA^',1,Noun
2945,فَرَاش,faraA$,1,Noun
2946,فَرْث,farov,1,Noun
2947,فَرْش,faro$,1,Noun
2948,فُرُط,furuT,1,Noun
2949,فَرْع,faroE,1,Noun
2950,فَرْق,faroq,1,Noun
2951,فِرْق,firoq,1,Noun
2952,فِرْقَة,firoqap,1,Noun
2953,فَرِيّ,fariy~,1,Adjective
2954,فَصْل,faSol,1,Adjective
2955,فَصِيلَت,faSiylat,1,Noun
2956,فِطْرَت,fiTorat,1,Noun
2957,فُطُور,fuTuwr,1,Noun
2958,فَظّ,faZ~,1,Noun
2959,فِعْل,fiEol,1,Noun
2960,فَعْلَت,faEolat,1,Noun
2961,فَقْر,faqor,1,Noun
2962,فَكّ,fak~,1,Noun
2963,فَكِهِين,fakihiyn,1,Noun
2964,فُلَان,fulaAn,1,Noun
2965,فَلَق,falaq,1,Noun
2966,فَوَاق,fawaAq,1,Noun
2967,فَوْت,fawot,1,Noun
2968,فَوْر,fawor,1,Noun
2969,فُوم,fuwm,1,Noun
2970,فِئَت,fi}at,1,Noun
2971,فِيل,fiyl,1,Noun
2972,قَآئِلُون,qaA^}iluwn,1,Noun
2973,قَآئِمَة,qaA^}imap,1,Adjective
2974,قَاب,qaAb,1,Noun
2975,قَابِل,qaAbil,1,Noun
2976,قَاصِد,qaASid,1,Noun
2977,قَاصِف,qaASif,1,Noun
2978,قَاض,qaAD,1,Noun
2979,قَاضِيَة,qaADiyap,1,Noun
2980,قَاطِعَة,qaATiEap,1,Noun
2981,قَاع,qaAE,1,Noun
2982,قَالِين,qaAliyn,1,Noun
2983,قَٰنِتَٰت,qa`nita`t,1,Adjective
2984,قَٰنِطِين,qa`niTiyn,1,Noun
2985,قَانِع,qaAniE,1,Noun
2986,قَبَآئِل,qabaA^}il,1,Noun
2987,قَبْض,qaboD,1,Noun
2988,قَبُول,qabuwl,1,Noun
2989,قَتَر,qatar,1,Noun
2990,قَتَرَة,qatarap,1,Noun
2991,قَتْلَى,qatolaY,1,Noun
2992,قَتُور,qatuwr,1,Adjective
2993,قِثَّآئ,qiv~aA^},1,Noun
2994,قَدْح,qadoH,1,Noun
2995,قِدَد,qidad,1,Adjective
2996,قُدُور,quduwr,1,Noun
2997,قَدِير,qadiyr,1,Adjective
2998,قُرُبَٰت,quruba`t,1,Noun
2999,قُرْبَة,qurobap,1,Noun
3000,قُرُوٓء,quruw^',1,Noun
3001,قُرَيْش,qurayo$,1,Proper noun
3002,قَسْوَرَة,qasowarap,1,Noun
3003,قَسْوَة,qasowap,1,Noun
3004,قِسِّيسِين,qis~iysiyn,1,Noun
3005,قَصْد,qaSod,1,Noun
3006,قُصْوَىٰ,quSowaY`,1,Adjective
3007,قَصِيّ,qaSiy~,1,Adjective
3008,قَضْب,qaDob,1,Noun
3009,قِطّ,qiT~,1,Noun
3010,قَطِرَان,qaTiraAn,1,Noun
3011,قِطْمِير,qiTomiyr,1,Noun
3012,قَعِيد,qaEiyd,1,Noun
3013,قَلِيلَة,qaliylap,1,Adjective
3014,قَمْطَرِير,qamoTariyr,1,Adjective
3015,قُمَّل,qum~al,1,Noun
3016,قِنْوَان,qinowaAn,1,Noun
3017,قَنُوط,qanuwT,1,Noun
3018,قَوَام,qawaAm,1,Noun
3019,قَوْسَيْن,qawosayon,1,Noun
3020,قِيعَة,qiyEap,1,Noun
3021,قِيَم,qiyam,1,Adjective
3022,قَيِّمَة,qay~imap,1,Adjective
3023,قَيِّمَة,qay~imap,1,Noun
3024,كَاتِب,kaAtib,1,Adjective
3025,كَادِح,kaAdiH,1,Noun
3026,كَٰذِب,ka`*ib,1,Adjective
3027,كَٰشِفَٰت,ka`$ifa`t,1,Noun
3028,كَاشِفَة,kaA$ifap,1,Noun
3029,كَاف,kaAf,1,Noun
3030,كَافِرَة,kaAfirap,1,Adjective
3031,كَافُور,kaAfuwr,1,Noun
3032,كَٰلِحُون,ka`liHuwn,1,Noun
3033,كَامِلَيْن,kaAmilayon,1,Adjective
3034,كَامِلَة,kaAmilap,1,Adjective
3035,كَامِلَة,kaAmilap,1,Noun
