surah_no,ref_ayah_no_surah,translator,kind,text
2,81,yusuf_ali,footnote,"* v.81 : This is many degrees worse than merely falling into evil: it is going out to ""earn evil"" as the Arabic text has it, i.e., to seek gain in evil. Such a perverse attitude means that the moral and spiritual fortress erected around us by the Grace of God is voluntarily surrendered by us and demolished by Evil, which erects its own fortress, so that access to Good may be more and more difficult."
2,83,yusuf_ali,footnote,"* v.83 : So far from the Covenant being of the kind you suggest in ii. 80 the real Covenant is about the moral law, which is set out in ii. 83. This moral law is universal and if you break it no privileges will lighten your punishment or help you in any way (ii. 86). ""Speak fair to the people"" not only means outward courtesy from the leaders to the meanest among the people, but the protection of the people from being exploited, deceived, defrauded, or doped with things to lull their intelligence."
2,84,yusuf_ali,footnote,"* v.84 : Verse 83 referred to the universal moral law. This verse 84 refers to its application under a special Covenant entered into with the Jews of Medina by the new-born Muslim Commonwealth under its Guide and teacher Muhammad. This Covenant is given in Ibn Hisham’s Sivat-ur-Rasul, and comments on it will be found in Ameer Ali’s Spirit of Islam (London 1922), pp. 57-61. It was entered into in the second year of the Hijra, and was treacherously broken by the Jews almost immediately afterwards."
2,85,yusuf_ali,footnote,"* v.85 : I understand ""ransom them"" here to mean ""take ransom for them"" though most of the Commentators take it to mean ""give ransom for them"". Mustafa had made a Pact which, if it had been faithfully observed by all parties, would have brought a reign of law and order for Medina. But some of the treacherous Jews never intended to observe its terms. They fought and slew each other and not only banished those who were obnoxious to them but intrigued with their enemies. If by chance they came back into their hands as captives, they demanded ransom for them to return to their homes although they had no right to banish them at all. If we understand by ""ransom them"" pay ""ransom for them to release them from the hands of their enemies,"" it would mean that they did this pious act for show, although they were themselves the authors of their unlawful banishment. I think the former makes better sense."
2,87,yusuf_ali,footnote,"* v.87 : I understand ""ransom them"" here to mean ""take ransom for them"" though most of the Commentators take it to mean ""give ransom for them"". Mustafa had made a Pact which, if it had been faithfully observed by all parties, would have brought a reign of law and order for Medina. But some of the treacherous Jews never intended to observe its terms. They fought and slew each other and not only banished those who were obnoxious to them but intrigued with their enemies. If by chance they came back into their hands as captives, they demanded ransom for them to return to their homes although they had no right to banish them at all. If we understand by ""ransom them"" pay ""ransom for them to release them from the hands of their enemies,"" it would mean that they did this pious act for show, although they were themselves the authors of their unlawful banishment. I think the former makes better sense."
2,354,yusuf_ali,footnote,"* As to the birth of Jesus, cf. xix. 16-34. Why is he called the ""Son of Mary""? What are his ""clear signs""? What is the ""holy spirit"" by which he was strengthened? We reserve to a later state a discussion of the Quranic teaching on these questions. See iii. 62, n. 401."
2,355,yusuf_ali,footnote,"* Notice the sudden transition from the past tense in ""some ye called imposters"" to the present tense in ""others ye slay."" There is a double significance. First, reviewing the long course of Jewish history, we have come to the time of Jesus; they have often given the lie to God’s Apostles, and even now they are trying to slay Jesus. Secondly, extending the review of that history to the time of Muhammad, they are even now trying to take the life of that holy Apostle. This would be literally true at the time the words were promulgated to the people. And this transition leads on naturally to the next verse, which refers to the actual conditions before Muhammad in Medina in the second year of the Hijra."
2,88,yusuf_ali,footnote,"* v.88 : The Jews in their arrogance claimed that all wisdom and all knowledge of God were enclosed in their hearts. But there were more things in heaven and earth than were dreamt of in their philosophy. Their claim was not only arrogance but blasphemy. In reality they were men without Faith. (I take Gulfan here to be the plural of Gilafun the wrapping or cover of a book, in which the book is preserved.)"
2,357,yusuf_ali,footnote,"* The root kafara has many shades of meaning: (1) to deny God’s goodness, to be ungrateful, (2) to reject Faith, deny His revelation, (3) to blaspheme, to ascribe some limitation or attribute to God which is derogatory to His nature. In a translation, one shade or another must be put forward according to the context, but all are implied."
2,89,yusuf_ali,footnote,"* v.89 : The Jews, who pretended to be so superior to the people without Faith - the Gentiles - should have been the first to recognize the new Truth - or the Truth renewed - which it was Muhammad’s mission to bring because it was so similar in form and language to what they had already received. But they had more arrogance than faith. It is this want of faith that brings on the curse, i.e., deprives us (if we adopt such an attitude) of the blessings of God."
