Arabic,Tafseer
يَٰبَنِي إِسْرَائِيلَ ٱذْكُرُواْ نِعْمَتِيَ ٱلَّتِي أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُواْ بِعَهْدِيۤ أُوفِ بِعَهْدِكُمْ وَإِيَّٰيَ فَٱرْهَبُونِ,"Allah then mentioned His blessings upon the Children of Israel, saying: (O Children of Israel!) O Children of Jacob, (Remember My favour), be thankful and grateful for my blessings (wherewith I favoured you), I favoured you with the Scripture and the emissary, escape from Pharaoh and from drowning as well as sending you honey and quails and other blessings, (and fulfil My covenant) fulfil my covenant regarding this Prophet (pbuh) (I shall fulfil your covenant), by admitting you to Paradise, (and fear Me) as regards the breaking of this covenant and do not fear anyone save Me."
وَآمِنُواْ بِمَآ أَنزَلْتُ مُصَدِّقاً لِّمَا مَعَكُمْ وَلاَ تَكُونُوۤاْ أَوَّلَ كَافِرٍ بِهِ وَلاَ تَشْتَرُواْ بِآيَٰتِي ثَمَناً قَلِيلاً وَإِيَّٰيَ فَٱتَّقُونِ,"(And believe in that which I revealed) through the Archangel Gabriel, (confirming) the Oneness of Allah and the description and traits of Muhammad (pbuh) and some prescribed laws (that which ye possess already) of scripture, (and be not first to disbelieve therein) in Muhammad (pbuh) and the Qur'an (and part not with My revelations) by not revealing the description and traits of Muhammad (for a trifling price) in exchange for means of substance, (and keep your duty unto Me), fear Me regarding this Prophet (pbuh)."
وَلاَ تَلْبِسُواْ ٱلْحَقَّ بِٱلْبَٰطِلِ وَتَكْتُمُواْ ٱلْحَقَّ وَأَنْتُمْ تَعْلَمُونَ,"(Confound not truth with falsehood), do not mix the Truth with falsehood, i.e. the description of the anti-Christ with the description of Muhammad (pbuh) (nor knowingly conceal the Truth), nor conceal the Truth while you know what is the Truth."
وَأَقِيمُواْ ٱلصَّلٰوةَ وَآتُواْ ٱلزَّكَٰوةَ وَٱرْكَعُواْ مَعَ ٱلرَّٰكِعِينَ,"Allah then proceeded to mention the necessity of observing the law once they had become believers, saying: (And establish prayer) fulfil completely the five prescribed prayers, (pay the poor-due), pay the poor-due from your wealth, (and bow your heads with those who bow), pray the five prescribed prayers in congregation with Muhammad (pbuh) and his Companions."
أَتَأْمُرُونَ ٱلنَّاسَ بِٱلْبِرِّ وَتَنْسَوْنَ أَنْفُسَكُمْ وَأَنْتُمْ تَتْلُونَ ٱلْكِتَٰبَ أَفَلاَ تَعْقِلُونَ,"Then He mentioned the story of the Jewish leaders, saying: (Enjoin ye righteousness upon mankind), do you enjoin the Oneness of Allah and the following of Muhammad (pbuh) upon people of humble background (while ye yourself forget), while you yourself refrain from following him? (And you are readers of the Scripture!) to them. (Have ye then no sense?) do you not possess the common sense possessed by human beings?"
وَٱسْتَعِينُواْ بِٱلصَّبْرِ وَٱلصَّلَٰوةِ وَإِنَّهَا لَكَبِيرَةٌ إِلاَّ عَلَى ٱلْخَٰشِعِينَ,"(And seek help in patience and prayer) in performing the obligations prescribed by Allah and abstaining from transgression; (for truly it), the prayer (is hard) heavy (save for the humble-minded,"
ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَـٰقُواْ رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَٰجِعُونَ,"who know that they will have to meet their Lord) see Him, (and that unto Him they are returning) after they die."
يَٰبَنِي إِسْرَائِيلَ ٱذْكُرُواْ نِعْمَتِي ٱلَّتِيۤ أَنْعَمْتُ عَلَيْكُمْ وَأَنِّي فَضَّلْتُكُمْ عَلَى ٱلْعَٰلَمِينَ,"Then He also mentioned His blessings upon the Children of Israel, saying: (O Children of Israel!), O Children of Jacob! (Remember My favour), recollect my blessings (wherewith I favoured you) with the scripture, the Messenger and Islam (and how I preferred you to the worlds) sought you in preference to the other peoples of your time."
وَٱتَّقُواْ يَوْماً لاَّ تَجْزِي نَفْسٌ عَن نَّفْسٍ شَيْئاً وَلاَ يُقْبَلُ مِنْهَا شَفَٰعَةٌ وَلاَ يُؤْخَذُ مِنْهَا عَدْلٌ وَلاَ هُمْ يُنْصَرُونَ,"(And guard yourselves against a day), and if you do not believe and repent of Judaism, then fear the torment of a day (when no soul will in anything avail another), no unbelieving soul will avail another unbelieving soul, (nor will intercession be accepted from it) and no intercessor will be allowed to intercede, (nor will compensation be received from it) and no ransom accepted, (neither will they be helped) to avoid Allah's chastisement."
وَإِذْ نَجَّيْنَٰكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوۤءَ ٱلْعَذَابِ يُذَبِّحُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ وَفِي ذَٰلِكُمْ بَلاۤءٌ مِّن رَّبِّكُمْ عَظِيمٌ,"(And (remember) when We did deliver you from Pharaoh's folk), from Pharaoh and his people, (who were afflicting you with dreadful torment), and here Allah mentions the torment He sent on them: (slaying your sons) in their tender years (and sparing), using (your women) who were of age: (That was a tremendous trial from your Lord), a tremendous calamity from your Lord; and it is also said this means: a tremendous blessing."
وَإِذْ فَرَقْنَا بِكُمُ ٱلْبَحْرَ فَأَنجَيْنَٰكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنْتُمْ تَنظُرُونَ,"Then Allah mentioned the favour of saving them from drowning and the drowning of Pharaoh and his folk, saying (And when We brought you through) split (the sea and rescued you) from drowning,(and drowned the folk of Pharaoh) and his folk (in your sight) while you were looking at them, three days later."
وَإِذْ وَٰعَدْنَا مُوسَىٰ أَرْبَعِينَ لَيْلَةً ثُمَّ ٱتَّخَذْتُمُ ٱلْعِجْلَ مِن بَعْدِهِ وَأَنْتُمْ ظَٰلِمُونَ,"(And when We appointed for Moses forty nights) by giving him the scripture, (and then you chose the calf), you worshipped the calf, (when he had gone from you) to the mountain, (and you were wrong-doers) harmful both to yourselves and others."
ثُمَّ عَفَوْنَا عَنكُم مِّن بَعْدِ ذَلِكَ لَعَلَّكُمْ تَشْكُرُونَ,"(Then, even after that), after you worshipped the calf, (We pardoned you), left you alone and did not exterminate you (in order that ye might give thanks), so that you might give thanks to Us for pardoning you."
وَإِذْ آتَيْنَا مُوسَى ٱلْكِتَابَ وَٱلْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,"(And when We gave unto Moses the Scripture), the Torah, (and the Criterion) i.e. We showed in it the lawful and the unlawful, the commands and the prohibitions, as well as other things; it is also said that this means: triumph over Pharaoh, (that you might be led rightfully) guided to avoid error."
وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَٰقَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنْفُسَكُمْ بِٱتِّخَاذِكُمُ ٱلْعِجْلَ فَتُوبُوۤاْ إِلَىٰ بَارِئِكُمْ فَٱقْتُلُوۤاْ أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌ لَّكُمْ عِنْدَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ إِنَّهُ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Allah then mentioned the story of Moses with his people, saying: (And when Moses said unto his people: O my people! Ye have wronged yourselves) harmed yourselves (by your choosing of the calf) by worshipping the calf; and when Moses was then asked what to do, he said to them: (so turn in penitence to your Creator), again they asked him how to turn in penitence to Allah, and he said: (and kill (the guilty) among yourselves) let those who did not worship the calf kill those who worshipped it. (That) penitence and killing (will be best for you with your Creator and He will relent towards you) He will forgive you. (Lo! He is the Relenting) towards the penitent, (the Merciful) towards any that die repentant."
وَإِذْ قُلْتُمْ يَٰمُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهْرَةً فَأَخَذَتْكُمُ ٱلصَّٰعِقَةُ وَأَنْتُمْ تَنظُرُونَ,(And when you said: O Moses! We will not believe in you) in what you say (till we see Allah plainly) until we see Him plainly as you did; (and even while you gazed the lightning seized you) the Fire burnt you while you were looking at it.
ثُمَّ بَعَثْنَٰكُم مِّن بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,"(Then We revived you) We brought you back to life (after your death) after burning you, (that ye might give thanks) that you might give thanks that I brought you back to life."
وَظَلَّلْنَا عَلَيْكُمُ ٱلْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ ٱلْمَنَّ وَٱلسَّلْوَىٰ كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقْنَٱكُمْ وَمَا ظَلَمُونَا وَلَـٰكِن كَانُوۤاْ أَنْفُسَهُمْ يَظْلِمُونَ,"(And We caused the white cloud to overshadow you) in the wilderness (and sent down on you honey and quails) also in the wilderness, (Eat of the good things) of the lawful things (wherewith We have provided you) that We have given you and do not keep any provision for future days. Yet they did save food for future days-(They wronged us not) by saving food, (but they did wrong themselves) they harmed themselves."
وَإِذْ قُلْنَا ٱدْخُلُواْ هَـٰذِهِ ٱلْقَرْيَةَ فَكُلُواْ مِنْهَا حَيْثُ شِئْتُمْ رَغَداً وَٱدْخُلُواْ ٱلْبَابَ سُجَّداً وَقُولُواْ حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَٰيَٰكُمْ وَسَنَزِيدُ ٱلْمُحْسِنِينَ,"(And when We said: Go into this township) the village of Jericho (Ariha) (and eat freely of that which is therein) whenever you will, (and enter the gate prostrate, and say: "" Repentance "".) i.e. say: "" forgive our sins "" ; as it is also said that this means: say: "" there is no god save Allah "" ; (We will forgive your sins and increase for the right-doers) increase their good deeds."
فَبَدَّلَ ٱلَّذِينَ ظَلَمُواْ قَوْلاً غَيْرَ ٱلَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى ٱلَّذِينَ ظَلَمُواْ رِجْزاً مِّنَ ٱلسَّمَآءِ بِمَا كَانُواْ يَفْسُقُونَ,"(But those who did wrong) to themselves, and these are the people who said: “Repentance” (changed the word which had been told them for another word) they disobeyed the command and said “Wheat!”, (and We sent down upon the evil-doers) who changed the word they were ordered to say (wrath) the plague (from Heaven for their evildoing) for changing the commands they were ordered to fulfil."
